id,func_group_id,func_group_name,entity_name,entity_id,column_id,l_column_name,p_column_name,data_type,data_size,data_mode,not_null,unique_key,primary_key,data_default,description,modify_desc,col_delete
11,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",11,"ＤＭ差分データ","DM_DIFF_DATA","CHAR","1","半角","Y","N","","","1:作成対象  ｽﾍﾟｰｽ：作成対象外","",
12,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",12,"ＤＡＩＬＹ統計処理データ","DALY_STATS_PRCS_DATA","CHAR","1","半角","Y","N","","","1:作成対象  ｽﾍﾟｰｽ：作成対象外","",
13,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",13,"差分テーブル","DIFF_TBL","CHAR","1","半角","Y","N","","","1:作成対象  ｽﾍﾟｰｽ：作成対象外","",
14,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",14,"請求更新トラン","PYRQUP_TRAN","CHAR","1","半角","Y","N","","","1:作成対象  ｽﾍﾟｰｽ：作成対象外","",
15,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",15,"データ分類余白","DATA_CLASSI_BLANK","CHAR","9","半角","Y","N","","","※設定なし","",
16,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",16,"顧客番号","CUST_NUM","CHAR","11","半角","Y","N","","","","",
17,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",17,"統合後顧客番号","INTGRT_AFT_CUST_NUM","CHAR","11","半角","Y","N","","","","",
18,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",18,"データＮＯ","DATA_NO","CHAR","4","半角","Y","N","","","","",
19,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",19,"日次更新作成日付","DAYUPD_CRET_DATE","CHAR","8","半角","Y","N","","","","",
20,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",20,"枝番","BNUM","CHAR","2","半角","Y","N","","","","",
21,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",21,"共通項目＿処理日","COMMN_ITEM_PRCS_DAY","CHAR","8","半角","Y","N","","","","",
22,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",22,"受付日","ACPT_DAY","CHAR","8","半角","Y","N","","","","",
23,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",23,"受付番号＿ＩＦ用","ACPT_NUM_FORIF","CHAR","10","半角","Y","N","","","","",
24,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",24,"講座商品コード","CRSITM","CHAR","5","半角","Y","N","","","","",
25,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",25,"申込個数＿ＩＦ用＿３バイト","OFR_CNTNUM_FORIF_3BYT","CHAR","3","半角","Y","N","","","","",
26,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",26,"トラン状態区分","TRAN_STAT_DIV","CHAR","1","半角","Y","N","","","","",
27,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",27,"ペンディング状態区分","PENDNG_STAT_DIV","CHAR","1","半角","Y","N","","","","",
28,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",28,"選択区分","CHOC_DIV","CHAR","1","半角","Y","N","","","","",
29,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",29,"バッチＮＯ","BATCH_NO","CHAR","4","半角","Y","N","","","","",
30,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",30,"バッチ内シーケンス＿ＩＦ用","INSDBT_SEQ_FORIF","CHAR","3","半角","Y","N","","","","",
31,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",31,"学番","GKBN","CHAR","11","半角","Y","N","","","","",
32,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",32,"材発日","ZIHT_DAY","CHAR","8","半角","Y","N","","","","",
33,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",33,"申込講座数＿ＩＦ用","OFR_CRS_NUMB_FORIF","CHAR","1","半角","Y","N","","","","",
34,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",34,"協会コード","ASSOC_COD","CHAR","1","半角","Y","N","","","","",
35,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",35,"応募部門コード","APPLC_DEPRTM_COD","CHAR","1","半角","Y","N","","","","",
36,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",36,"入会統計指示","ADMIS_STATS_INSTRC","CHAR","1","半角","Y","N","","","","",
37,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",37,"データ区分","DATA_DIV","CHAR","1","半角","Y","N","","","","",
38,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",38,"訂正区分","REVSN_DIV","CHAR","1","半角","Y","N","","","","",
39,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",39,"雑誌購読状況","MAGZN_SBSSIT","CHAR","1","半角","Y","N","","","","",
40,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",40,"協会入会状況＿書道","ASSOC_ADMIS_SITU_CALLGR","CHAR","1","半角","Y","N","","","","",
41,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",41,"協会入会状況＿作家","ASSOC_ADMIS_SITU_WRITR","CHAR","1","半角","Y","N","","","","",
42,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",42,"協会入会状況＿華道","ASSOC_ADMIS_SITU_FLOWRR","CHAR","1","半角","Y","N","","","","",
43,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",43,"協会入会状況＿園芸","ASSOC_ADMIS_SITU_GARDNN","CHAR","1","半角","Y","N","","","","",
44,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",44,"技検入金情報＿漢字","GIKEN_DEPINF_KANZ","CHAR","2","半角","Y","N","","","","",
45,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",45,"技検入金情報＿仮名","GIKEN_DEPINF_KANA","CHAR","2","半角","Y","N","","","","",
46,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",46,"技検入金情報＿ボールペン","GIKEN_DEPINF_BALLPN","CHAR","2","半角","Y","N","","","","",
47,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",47,"技検入金情報＿ペン","GIKEN_DEPINF_PEN","CHAR","2","半角","Y","N","","","","",
48,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",48,"技検入金情報＿実用ボールペン","GIKEN_DEPINF_PRCPEN","CHAR","2","半角","Y","N","","","","",
49,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",49,"展覧会出品情報＿出品回数","EXHBTN_SBMINF_SBMCNT","CHAR","2","半角","Y","N","","","","",
50,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",50,"展覧会出品情報＿部門","EXHBTN_SBMINF_DEPRTM","CHAR","1","半角","Y","N","","","","",
51,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",51,"展覧会出品情報＿最新出品年","EXHBTN_SBMINF_RECNT_SUBMT_YR","CHAR","4","半角","Y","N","","","","",
52,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",52,"展覧会出品情報＿最高位","EXHBTN_SBMINF_BEST_RANK","CHAR","1","半角","Y","N","","","","",
53,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",53,"規定課題提出状況","REGTSK_SUBMSS_SITU","CHAR","1","半角","Y","N","","","","",
54,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",54,"修了証取得区分","COMCER_GET_DIV","CHAR","1","半角","Y","N","","","","",
55,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",55,"国家試験合格区分","STAEXA_PASSD_DIV","CHAR","1","半角","Y","N","","","","",
56,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",56,"規定課題提出回数＿ＩＦ用","REGTSK_SUBMSS_TNUM_FORIF","CHAR","2","半角","Y","N","","","","",
57,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",57,"最新規定課題受付日","RECNT_REGTSK_ACPT_DAY","CHAR","8","半角","Y","N","","","","",
58,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",58,"請求用顧客番号","PAYRQ_FOR_CUST_NUM","CHAR","11","半角","Y","N","","","","",
59,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",59,"更新後指導対象フラグ","UPD_AFT_CORCH_TGT_FLG","CHAR","1","半角","Y","N","","","","",
60,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",60,"申込人＿都道府県コード","APPCNT_PREFCT_COD","CHAR","2","半角","Y","N","","","","",
61,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",61,"申込人＿市区郡コード","APPCNT_CTYCTR_COD","CHAR","2","半角","Y","N","","","","",
62,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",62,"郵便番号","POSTCD","CHAR","7","半角","Y","N","","","","",
63,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",63,"年齢＿ＩＦ用","AGE_FORIF","CHAR","2","半角","Y","N","","","","",
64,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",64,"性別","GENDR","CHAR","1","半角","Y","N","","","","",
65,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",65,"ＳＩ","SI","CHAR","1","半角","Y","N","","","","",
66,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",66,"姓名","FLNM","CHAR","20","半角","Y","N","","","","",
67,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",67,"ＳＯ","SO","CHAR","1","半角","Y","N","","","","",
68,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",68,"レターＮＯ","LTNO","CHAR","3","半角","Y","N","","","","",
69,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",69,"イベント参加社コード","EVENT_ENTRY_COMPCD","CHAR","1","半角","Y","N","","","","",
70,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",70,"入金額＿ＩＦ用","DEPST_AMONT_FORIF","CHAR","7","半角","Y","N","","","","",
71,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",71,"媒体コード","MED_COD","CHAR","10","半角","Y","N","","","","",
72,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",72,"ＤＭコード","DMCD","CHAR","8","半角","Y","N","","","","",
73,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",73,"顧客更新＿データＮＯ","CUST_UPD_DATA_NO","CHAR","2","半角","Y","N","","","","",
74,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",74,"顧客更新＿元データＮＯ","CUST_UPD_ORIGN_DATA_NO","CHAR","2","半角","Y","N","","","","",
75,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",75,"顧客更新＿処理日","CUST_UPD_PRCS_DAY","CHAR","8","半角","Y","N","","","","",
76,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",76,"顧客更新＿生年月","CUST_UPD_BIRTYM","CHAR","6","半角","Y","N","","","","",
77,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",77,"顧客更新＿受付日","CUST_UPD_ACPT_DAY","CHAR","8","半角","Y","N","","","","",
78,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",78,"顧客更新＿リストソース","CUST_UPD_LST_SOURC","CHAR","1","半角","Y","N","","","","",
79,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",79,"顧客更新＿連単区分","CUST_UPD_SERSIG_DIV","CHAR","1","半角","Y","N","","","","",
80,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",80,"顧客更新＿ブラックコード","CUST_UPD_BLACK_COD","CHAR","1","半角","Y","N","","","","",
81,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",81,"顧客更新＿媒体コード","CUST_UPD_MED_COD","CHAR","10","半角","Y","N","","","","",
82,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",82,"顧客更新＿性別","CUST_UPD_GENDR","CHAR","1","半角","Y","N","","","","",
83,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",83,"顧客更新＿講座商品コード","CUST_UPD_CRSITM","CHAR","5","半角","Y","N","","","","",
84,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",84,"顧客更新＿材発日","CUST_UPD_ZIHT_DAY","CHAR","8","半角","Y","N","","","","",
85,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",85,"顧客更新＿進物","CUST_UPD_SNMT","CHAR","1","半角","Y","N","","","","",
86,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",86,"顧客更新＿申込個数","CUST_UPD_OFR_CNTNUM","CHAR","3","半角","Y","N","","","","",
87,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",87,"顧客更新＿顧客ステータス","CUST_UPD_CUST_STS","CHAR","1","半角","Y","N","","","","",
88,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",88,"顧客更新＿住名変フラグ","CUST_UPD_JMH_FLG","CHAR","1","半角","Y","N","","","","",
89,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",89,"顧客更新＿指導対象フラグ","CUST_UPD_CORCH_TGT_FLG","CHAR","1","半角","Y","N","","","","",
90,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",90,"顧客更新＿ＦＣキー","CUST_UPD_FC_KEY","CHAR","1","半角","Y","N","","","","",
91,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",91,"顧客更新＿法人姓名区分","CUST_UPD_CORPTN_FLNM_DIV","CHAR","1","半角","Y","N","","","","",
92,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",92,"顧客更新＿ＤＭコード","CUST_UPD_DMCD","CHAR","8","半角","Y","N","","","","",
93,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",93,"顧客更新＿種類","CUST_UPD_TYPE","CHAR","1","半角","Y","N","","","","",
94,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",94,"顧客更新＿使用名簿","CUST_UPD_USE_NMLST","CHAR","5","半角","Y","N","","","","",
95,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",95,"顧客更新＿材発リスト年月＿ＦＲＯＭ","CUST_UPD_ZIHT_LST_YM_FROM","CHAR","7","半角","Y","N","","","","",
96,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",96,"顧客更新＿材発リスト日＿ＦＲＯＭ","CUST_UPD_ZIHT_LST_DAY_FROM","CHAR","2","半角","Y","N","","","","",
97,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",97,"顧客更新＿材発リスト年月＿ＴＯ","CUST_UPD_ZIHT_LST_YM_TO","CHAR","7","半角","Y","N","","","","",
98,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",98,"顧客更新＿材発リスト日＿ＴＯ","CUST_UPD_ZIHT_LST_DAY_TO","CHAR","2","半角","Y","N","","","","",
99,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",99,"顧客更新＿元ＤＭ区分","CUST_UPD_ORIGN_DM_DIV","CHAR","1","半角","Y","N","","","","",
100,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",100,"顧客更新＿学番","CUST_UPD_GKBN","CHAR","11","半角","Y","N","","","","",
101,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",101,"顧客更新＿データ区分","CUST_UPD_DATA_DIV","CHAR","1","半角","Y","N","","","","",
102,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",102,"顧客更新＿ＤＭ中止変換区分","CUST_UPD_DM_SUSPNS_CONVRT_DIV","CHAR","1","半角","Y","N","","","","",
103,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",103,"顧客更新＿アフィニティ","CUST_UPD_AFFNTY","CHAR","1","半角","Y","N","","","","",
104,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",104,"顧客更新＿オーダーステータス","CUST_UPD_ODRSTS","CHAR","1","半角","Y","N","","","","",
105,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",105,"顧客更新＿ステータス変更日","CUST_UPD_STS_CHANG_DAY","CHAR","8","半角","Y","N","","","","",
106,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",106,"顧客更新＿売上高","CUST_UPD_SELAMO","CHAR","8","半角","Y","N","","","","",
107,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",107,"顧客更新＿入金額合計","CUST_UPD_DEPST_AMONT_TOTL","CHAR","8","半角","Y","N","","","","",
108,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",108,"顧客更新＿債権残高","CUST_UPD_DEB_REMNDR","CHAR","8","半角","Y","N","","","","",
109,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",109,"顧客更新＿返品コード","CUST_UPD_RTNS_COD","CHAR","1","半角","Y","N","","","","",
110,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",110,"顧客更新＿返品個数","CUST_UPD_RTNS_CNTNUM","CHAR","2","半角","Y","N","","","","",
111,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",111,"顧客更新＿請求中止コード","CUST_UPD_PAYRQ_SUSPNS_COD","CHAR","1","半角","Y","N","","","","",
112,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",112,"顧客更新＿最終入金日","CUST_UPD_FINL_DEPST_DAY","CHAR","8","半角","Y","N","","","","",
113,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",113,"顧客更新＿ドナー＿レシピ区分","CUST_UPD_DONR_RECP_DIV","CHAR","1","半角","Y","N","","","","",
114,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",114,"顧客更新＿最終更新日","CUST_UPD_FINL_UPD_DAY","CHAR","8","半角","Y","N","","","","",
115,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",115,"顧客更新＿都道府県コード","CUST_UPD_PREFCT_COD","CHAR","2","半角","Y","N","","","","",
116,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",116,"顧客更新＿市区郡コード","CUST_UPD_CTYCTR_COD","CHAR","2","半角","Y","N","","","","",
117,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",117,"顧客更新＿顧客シーケンスＮＯ","CUST_UPD_CUST_SEQ_NO","CHAR","8","半角","Y","N","","","","",
118,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",118,"追求更新＿データＮＯ","PROMTN_UPD_DATA_NO","CHAR","2","半角","Y","N","","","","",
119,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",119,"追求更新＿媒体コード","PROMTN_UPD_MED_COD","CHAR","10","半角","Y","N","","","","",
120,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",120,"追求更新＿講座商品コード","PROMTN_UPD_CRSITM","CHAR","5","半角","Y","N","","","","",
121,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",121,"追求更新＿ＤＭコード","PROMTN_UPD_DMCD","CHAR","8","半角","Y","N","","","","",
122,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",122,"追求更新＿割引対象フラグ","PROMTN_UPD_DISCNT_TGT_FLG","CHAR","1","半角","Y","N","","","","",
123,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",123,"追求更新＿追求回数","PROMTN_UPD_PROMTN_TNUM","CHAR","1","半角","Y","N","","","","",
124,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",124,"追求更新＿テスト追求回数","PROMTN_UPD_TEST_PROMTN_TNUM","CHAR","1","半角","Y","N","","","","",
125,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",125,"追求更新＿企画ＮＯ","PROMTN_UPD_PLANNG_NO","CHAR","4","半角","Y","N","","","","",
126,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",126,"追求更新＿追求シーケンスＮＯ","PROMTN_UPD_PROMTN_SEQ_NO","CHAR","8","半角","Y","N","","","","",
127,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",127,"受講履歴＿オーダーＤＭ区分","LNHST_ODR_DM_DIV","CHAR","1","半角","Y","N","","","","",
128,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",128,"受講履歴＿進物","LNHST_SNMT","CHAR","1","半角","Y","N","","","","",
129,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",129,"イベント＿イベントのみフラグ","EVENT_EVENT_ONLY_FLG","CHAR","1","半角","Y","N","","","","",
130,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",130,"イベント＿解除日","EVENT_RELS_DAY","CHAR","8","半角","Y","N","","","","",
131,"KJS","サブシステム","ココチモ日次更新トラン＿集信","CCCM_DAYUPD_TRAN_UPLD",131,"ＤＭ中止＿ＤＭ中止区分","DM_SUSPNS_DM_SUSPNS_DIV","CHAR","1","半角","Y","N","","","","",
