id,table,column
67,"累計ＷＥＢオーダートラン＿Ａ","媒体コード"
68,"累計ＷＥＢオーダートラン＿Ａ","ＤＭコード"
69,"累計ＷＥＢオーダートラン＿Ａ","オーダー講座商品コード"
70,"累計ＷＥＢオーダートラン＿Ａ","申込個数"
71,"累計ＷＥＢオーダートラン＿Ａ","ギフトコード"
72,"累計ＷＥＢオーダートラン＿Ａ","送付形態"
73,"累計ＷＥＢオーダートラン＿Ａ","送付時期"
74,"累計ＷＥＢオーダートラン＿Ａ","バッチＮＯ"
75,"累計ＷＥＢオーダートラン＿Ａ","レターＮＯ"
76,"累計ＷＥＢオーダートラン＿Ａ","姓名＿姓＿ＩＦ用＿２０バイト"
77,"累計ＷＥＢオーダートラン＿Ａ","姓名＿名＿ＩＦ用＿２０バイト"
78,"累計ＷＥＢオーダートラン＿Ａ","姓名＿姓＿カナ＿ＩＦ用"
79,"累計ＷＥＢオーダートラン＿Ａ","姓名＿名＿カナ＿ＩＦ用"
80,"累計ＷＥＢオーダートラン＿Ａ","郵便番号＿主番"
81,"累計ＷＥＢオーダートラン＿Ａ","郵便番号＿枝番"
82,"累計ＷＥＢオーダートラン＿Ａ","都道府県名＿ＩＦ用"
83,"累計ＷＥＢオーダートラン＿Ａ","市区郡名＿ＩＦ用"
84,"累計ＷＥＢオーダートラン＿Ａ","町村字＿ＩＦ用"
85,"累計ＷＥＢオーダートラン＿Ａ","番地＿ＩＦ用"
86,"累計ＷＥＢオーダートラン＿Ａ","方書１＿ＩＦ用＿４０バイト"
87,"累計ＷＥＢオーダートラン＿Ａ","方書２＿姓＿ＩＦ用"
88,"累計ＷＥＢオーダートラン＿Ａ","方書２＿名＿ＩＦ用"
89,"累計ＷＥＢオーダートラン＿Ａ","年齢＿ＩＦ用＿ＮＵＭ"
90,"累計ＷＥＢオーダートラン＿Ａ","性別"
91,"累計ＷＥＢオーダートラン＿Ａ","プライマリー電話番号"
92,"累計ＷＥＢオーダートラン＿Ａ","携帯電話番号＿サービス番号＿ＩＦ用"
93,"累計ＷＥＢオーダートラン＿Ａ","携帯電話番号＿事業者番号＿ＩＦ用"
94,"累計ＷＥＢオーダートラン＿Ａ","携帯電話番号＿個人番号＿ＩＦ用"
95,"累計ＷＥＢオーダートラン＿Ａ","電話番号＿市外局番＿ＩＦ用"
96,"累計ＷＥＢオーダートラン＿Ａ","電話番号＿市内局番＿ＩＦ用"
97,"累計ＷＥＢオーダートラン＿Ａ","電話番号＿個人番号＿ＩＦ用"
98,"累計ＷＥＢオーダートラン＿Ａ","勤務先電話番号＿市外局番＿ＩＦ用"
99,"累計ＷＥＢオーダートラン＿Ａ","勤務先電話番号＿市内局番＿ＩＦ用"
100,"累計ＷＥＢオーダートラン＿Ａ","勤務先電話番号＿個人番号＿ＩＦ用"
101,"累計ＷＥＢオーダートラン＿Ａ","ＦＡＸ番号＿市外局番＿ＩＦ用"
102,"累計ＷＥＢオーダートラン＿Ａ","ＦＡＸ番号＿市内局番＿ＩＦ用"
103,"累計ＷＥＢオーダートラン＿Ａ","ＦＡＸ番号＿個人番号＿ＩＦ用"
104,"累計ＷＥＢオーダートラン＿Ａ","プライマリーメールアドレス"
105,"累計ＷＥＢオーダートラン＿Ａ","自宅ＰＣメールアドレス"
106,"累計ＷＥＢオーダートラン＿Ａ","自宅ＰＣメールアドレス配信可区分"
107,"累計ＷＥＢオーダートラン＿Ａ","勤務先ＰＣメールアドレス"
108,"累計ＷＥＢオーダートラン＿Ａ","勤務先ＰＣメールアドレス配信可区分"
109,"累計ＷＥＢオーダートラン＿Ａ","携帯電話メールアドレス"
110,"累計ＷＥＢオーダートラン＿Ａ","携帯電話メールアドレス配信可区分"
111,"累計ＷＥＢオーダートラン＿Ａ","保護者姓名＿姓＿ＩＦ用＿２０バイト"
112,"累計ＷＥＢオーダートラン＿Ａ","保護者姓名＿名＿ＩＦ用＿２０バイト"
113,"累計ＷＥＢオーダートラン＿Ａ","保護者メールアドレス"
114,"累計ＷＥＢオーダートラン＿Ａ","保護者メール配信可否区分"
115,"累計ＷＥＢオーダートラン＿Ａ","申込講座商品コード１"
116,"累計ＷＥＢオーダートラン＿Ａ","申込個数１＿ＮＵＭ"
117,"累計ＷＥＢオーダートラン＿Ａ","申込講座商品コード２"
118,"累計ＷＥＢオーダートラン＿Ａ","申込個数２＿ＮＵＭ"
119,"累計ＷＥＢオーダートラン＿Ａ","申込講座商品コード３"
120,"累計ＷＥＢオーダートラン＿Ａ","申込個数３＿ＮＵＭ"
121,"累計ＷＥＢオーダートラン＿Ａ","申込講座商品コード４"
122,"累計ＷＥＢオーダートラン＿Ａ","申込個数４＿ＮＵＭ"
123,"累計ＷＥＢオーダートラン＿Ａ","申込講座商品コード５"
124,"累計ＷＥＢオーダートラン＿Ａ","申込個数５＿ＮＵＭ"
125,"累計ＷＥＢオーダートラン＿Ａ","発送条件"
126,"累計ＷＥＢオーダートラン＿Ａ","発送指定日"
127,"累計ＷＥＢオーダートラン＿Ａ","入金区分"
128,"累計ＷＥＢオーダートラン＿Ａ","入金額＿ＩＦ用＿１０バイト"
129,"累計ＷＥＢオーダートラン＿Ａ","生年月日＿元号"
130,"累計ＷＥＢオーダートラン＿Ａ","生年月日＿年"
131,"累計ＷＥＢオーダートラン＿Ａ","生年月日＿月"
132,"累計ＷＥＢオーダートラン＿Ａ","生年月日＿日"
133,"累計ＷＥＢオーダートラン＿Ａ","法人姓名区分"
134,"累計ＷＥＢオーダートラン＿Ａ","カード決済取引ＩＤ＿ＩＦ用"
135,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ０"
136,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ１"
137,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ２"
138,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ３"
139,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ４"
140,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ５"
141,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ６"
142,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ７"
143,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ８"
144,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ９"
145,"累計ＷＥＢオーダートラン＿Ａ","名寄せ結果フラグ１０"
146,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿ブラック該当フラグ"
147,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿本人死亡フラグ"
148,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿取引停止フラグ"
149,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿ＨＹ中途退学フラグ"
150,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿貸倒フラグ"
151,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿ＨＹフラグ"
152,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿請求一時中止フラグ"
153,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿フリークエントリジェクター"
154,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿０入Ｒ２フラグ"
155,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿ブラック指示待ちフラグ"
156,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿講座数限度超過"
157,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿同一オーダー"
158,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿与信限度超過"
159,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿０入与信限度"
160,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿教育訓練給付金"
161,"累計ＷＥＢオーダートラン＿Ａ","在庫引当済フラグ"
162,"累計ＷＥＢオーダートラン＿Ａ","トランＩＤ"
163,"累計ＷＥＢオーダートラン＿Ａ","受付日時"
164,"累計ＷＥＢオーダートラン＿Ａ","オーダーＩＣＳ＿ＨＹ返品フラグ"
165,"累計ＷＥＢオーダートラン＿Ａ","リモートＩＰアドレス"
166,"累計ＷＥＢオーダートラン＿Ａ","オーダー同一ＩＰチェック＿同一ＩＰマスタフラグ"
167,"累計ＷＥＢオーダートラン＿Ａ","オーダー同一ＩＰチェック＿同一ＩＰ履歴フラグ"
168,"累計ＷＥＢオーダートラン＿Ａ","配送希望日"
169,"累計ＷＥＢオーダートラン＿Ａ","配送希望時間帯"
170,"累計ＷＥＢオーダートラン＿Ａ","基幹取込日"
171,"累計ＷＥＢオーダートラン＿Ａ","基幹取込時刻"
172,"累計ＷＥＢオーダートラン＿Ａ","作成日時"
173,"累計ＷＥＢオーダートラン＿Ａ","作成ユーザＩＤ"
174,"累計ＷＥＢオーダートラン＿Ａ","更新日時"
175,"累計ＷＥＢオーダートラン＿Ａ","更新ユーザＩＤ"
176,"累計ＷＥＢオーダートラン＿Ａ","削除フラグ"
177,"ＲＡＷデータ＿リスト","リストＩＤ"
178,"ＲＡＷデータ＿リスト","元リストＩＤ"
179,"ＲＡＷデータ＿リスト","受付日時"
180,"ＲＡＷデータ＿リスト","基幹受付日"
181,"ＲＡＷデータ＿リスト","媒体コード"
182,"ＲＡＷデータ＿リスト","ＤＭコード"
183,"ＲＡＷデータ＿リスト","講座商品コード"
184,"ＲＡＷデータ＿リスト","データＩＤ"
185,"ＲＡＷデータ＿リスト","ココチモ＿リストステータス"
186,"ＲＡＷデータ＿リスト","都道府県市区郡"
187,"ＲＡＷデータ＿リスト","申込人年齢"
188,"ＲＡＷデータ＿リスト","申込人年代"
189,"ＲＡＷデータ＿リスト","性別"
190,"ＲＡＷデータ＿リスト","同時数"
191,"ＲＡＷデータ＿リスト","はがき数"
192,"ＲＡＷデータ＿リスト","ＲＡＷデータ数量"
193,"ＲＡＷデータ＿リスト","転送年"
194,"ＲＡＷデータ＿リスト","転送月"
195,"ＲＡＷデータ＿リスト","転送日"
196,"ＲＡＷデータ＿リスト","作成日時"
197,"ＲＡＷデータ＿リスト","作成ユーザＩＤ"
198,"ＲＡＷデータ＿リスト","更新日時"
199,"ＲＡＷデータ＿リスト","更新ユーザＩＤ"
200,"ＲＡＷデータ＿リスト","削除フラグ"
201,"ＲＡＷデータ＿リスト","削除日時"
202,"ＲＡＷデータ＿リスト","削除ユーザＩＤ"
203,"ＲＡＷデータ＿オーダー","オーダーＩＤ"
204,"ＲＡＷデータ＿オーダー","元オーダーＩＤ"
205,"ＲＡＷデータ＿オーダー","受付日時"
206,"ＲＡＷデータ＿オーダー","基幹受付日"
207,"ＲＡＷデータ＿オーダー","媒体コード"
208,"ＲＡＷデータ＿オーダー","ＤＭコード"
209,"ＲＡＷデータ＿オーダー","講座商品コード"
210,"ＲＡＷデータ＿オーダー","ギフトコード"
211,"ＲＡＷデータ＿オーダー","データＩＤ"
212,"ＲＡＷデータ＿オーダー","ココチモ＿オーダーステータス"
213,"ＲＡＷデータ＿オーダー","都道府県市区郡"
214,"ＲＡＷデータ＿オーダー","申込人年齢"
215,"ＲＡＷデータ＿オーダー","申込人年代"
216,"ＲＡＷデータ＿オーダー","性別"
217,"ＲＡＷデータ＿オーダー","販売価格"
218,"ＲＡＷデータ＿オーダー","オーダー数量"
219,"ＲＡＷデータ＿オーダー","オーダー原価"
220,"ＲＡＷデータ＿オーダー","同時数"
221,"ＲＡＷデータ＿オーダー","はがき数"
222,"ＲＡＷデータ＿オーダー","ＲＡＷデータ数量"
223,"ＲＡＷデータ＿オーダー","転送年"
224,"ＲＡＷデータ＿オーダー","転送月"
225,"ＲＡＷデータ＿オーダー","転送日"
226,"ＲＡＷデータ＿オーダー","作成日時"
227,"ＲＡＷデータ＿オーダー","作成ユーザＩＤ"
228,"ＲＡＷデータ＿オーダー","更新日時"
229,"ＲＡＷデータ＿オーダー","更新ユーザＩＤ"
230,"ＲＡＷデータ＿オーダー","削除フラグ"
231,"ＲＡＷデータ＿オーダー","削除日時"
232,"ＲＡＷデータ＿オーダー","削除ユーザＩＤ"
233,"材発情報","講座商品コード"
234,"材発情報","材発年"
235,"材発情報","材発月"
236,"材発情報","材発数"
237,"材発情報","作成日時"
238,"材発情報","作成ユーザＩＤ"
239,"材発情報","更新日時"
240,"材発情報","更新ユーザＩＤ"
241,"材発情報","削除フラグ"
242,"材発情報","削除日時"
243,"材発情報","削除ユーザＩＤ"
244,"年齢別性別分布情報","データＩＤ"
245,"年齢別性別分布情報","ＤＭコード"
246,"年齢別性別分布情報","性別コード"
247,"年齢別性別分布情報","件数０１"
248,"年齢別性別分布情報","件数０２"
249,"年齢別性別分布情報","件数０３"
250,"年齢別性別分布情報","件数０４"
251,"年齢別性別分布情報","件数０５"
252,"年齢別性別分布情報","件数０６"
253,"年齢別性別分布情報","件数０７"
254,"年齢別性別分布情報","件数０８"
255,"年齢別性別分布情報","件数０９"
256,"年齢別性別分布情報","件数１０"
257,"年齢別性別分布情報","件数１１"
258,"年齢別性別分布情報","件数１２"
259,"年齢別性別分布情報","件数１３"
260,"年齢別性別分布情報","件数１４"
261,"年齢別性別分布情報","件数１５"
262,"年齢別性別分布情報","件数１６"
263,"年齢別性別分布情報","作成日時"
264,"年齢別性別分布情報","作成ユーザＩＤ"
265,"年齢別性別分布情報","更新日時"
266,"年齢別性別分布情報","更新ユーザＩＤ"
267,"年齢別性別分布情報","削除フラグ"
268,"年齢別性別分布情報","削除日時"
269,"年齢別性別分布情報","削除ユーザＩＤ"
270,"ＤＭテスト指示マスタ","シーケンス"
271,"ＤＭテスト指示マスタ","運用管理コード"
272,"ＤＭテスト指示マスタ","対象ＤＭ区分"
273,"ＤＭテスト指示マスタ","講座３桁コード１"
274,"ＤＭテスト指示マスタ","講座３桁コード２"
275,"ＤＭテスト指示マスタ","統合講座３桁コード"
276,"ＤＭテスト指示マスタ","追求回数＿ＦＲＯＭ"
277,"ＤＭテスト指示マスタ","追求回数＿ＴＯ"
278,"ＤＭテスト指示マスタ","対象期間＿ＦＲＯＭ"
279,"ＤＭテスト指示マスタ","対象期間＿ＴＯ"
280,"ＤＭテスト指示マスタ","等分数"
281,"ＤＭテスト指示マスタ","等分開始ＤＭテスト区分"
282,"ＤＭテスト指示マスタ","統合開始ＤＭテスト区分"
283,"ＤＭテスト指示マスタ","数量指定区分"
284,"ＤＭテスト指示マスタ","等分内数量"
285,"ＤＭテスト指示マスタ","出力形態指示区分"
286,"ＤＭテスト指示マスタ","性別指定区分"
287,"ＤＭテスト指示マスタ","年齢指定区分"
288,"ＤＭテスト指示マスタ","指定年齢＿ＦＲＯＭ"
289,"ＤＭテスト指示マスタ","指定年齢＿ＴＯ"
290,"ＤＭテスト指示マスタ","媒体ジャンルコード指定区分"
291,"ＤＭテスト指示マスタ","媒体ジャンルコード１"
292,"ＤＭテスト指示マスタ","媒体ジャンルコード２"
293,"ＤＭテスト指示マスタ","媒体ジャンルコード３"
294,"ＤＭテスト指示マスタ","媒体ジャンルコード４"
295,"ＤＭテスト指示マスタ","媒体ジャンルコード５"
296,"ＤＭテスト指示マスタ","媒体コード指定区分"
297,"ＤＭテスト指示マスタ","媒体コード"
298,"ＤＭテスト指示マスタ","合格履歴指定区分"
299,"ＤＭテスト指示マスタ","合格履歴講座３桁コード１"
300,"ＤＭテスト指示マスタ","合格履歴講座３桁コード２"
301,"ＤＭテスト指示マスタ","合格履歴講座３桁コード３"
302,"ＤＭテスト指示マスタ","合格履歴講座３桁コード４"
303,"ＤＭテスト指示マスタ","合格履歴講座３桁コード５"
304,"ＤＭテスト指示マスタ","合格履歴対象期間"
305,"ＤＭテスト指示マスタ","受講履歴指定区分"
306,"ＤＭテスト指示マスタ","受講履歴講座３桁コード１"
307,"ＤＭテスト指示マスタ","受講履歴講座３桁コード２"
308,"ＤＭテスト指示マスタ","受講履歴講座３桁コード３"
309,"ＤＭテスト指示マスタ","受講履歴講座３桁コード４"
310,"ＤＭテスト指示マスタ","受講履歴講座３桁コード５"
311,"ＤＭテスト指示マスタ","受講履歴対象期間"
312,"ＤＭテスト指示マスタ","受講履歴対象期間＿ＦＲＯＭ"
313,"ＤＭテスト指示マスタ","受講履歴対象期間＿ＴＯ"
314,"ＤＭテスト指示マスタ","最新受講履歴指定区分"
315,"ＤＭテスト指示マスタ","最新受講履歴社コード１"
316,"ＤＭテスト指示マスタ","最新受講履歴社コード２"
317,"ＤＭテスト指示マスタ","最新受講履歴社コード３"
318,"ＤＭテスト指示マスタ","最新受講履歴社コード４"
319,"ＤＭテスト指示マスタ","最新受講履歴社コード５"
320,"ＤＭテスト指示マスタ","最新受講履歴通教区分"
321,"ＤＭテスト指示マスタ","最新受講履歴通販区分"
322,"ＤＭテスト指示マスタ","最新受講履歴対象期間"
323,"ＤＭテスト指示マスタ","オーダー講座商品数指定区分"
324,"ＤＭテスト指示マスタ","リスト履歴指定区分"
325,"ＤＭテスト指示マスタ","リスト履歴講座３桁コード１"
326,"ＤＭテスト指示マスタ","リスト履歴講座３桁コード２"
327,"ＤＭテスト指示マスタ","リスト履歴講座３桁コード３"
328,"ＤＭテスト指示マスタ","リスト履歴講座３桁コード４"
329,"ＤＭテスト指示マスタ","リスト履歴講座３桁コード５"
330,"ＤＭテスト指示マスタ","リスト履歴対象期間"
331,"ＤＭテスト指示マスタ","ＤＭテスト総指定数量"
332,"ＤＭテスト指示マスタ","ＤＭテスト総使用数量"
333,"ＤＭテスト指示マスタ","最終ＤＭテスト区分"
334,"ＤＭテスト指示マスタ","最高ＤＭテスト区分"
335,"ＤＭテスト指示マスタ","テスト終了日"
336,"ＤＭテスト指示マスタ","終了区分"
337,"ＤＭテスト指示マスタ","作成日時"
338,"ＤＭテスト指示マスタ","作成ユーザＩＤ"
339,"ＤＭテスト指示マスタ","更新日時"
340,"ＤＭテスト指示マスタ","更新ユーザＩＤ"
341,"ＤＭテスト指示マスタ","削除フラグ"
342,"Ａ－１ＤＭテスト指示履歴","統合講座３桁コード"
343,"Ａ－１ＤＭテスト指示履歴","講座３桁コード１"
344,"Ａ－１ＤＭテスト指示履歴","講座３桁コード２"
345,"Ａ－１ＤＭテスト指示履歴","作成日時"
346,"Ａ－１ＤＭテスト指示履歴","作成ユーザＩＤ"
347,"Ａ－１ＤＭテスト指示履歴","更新日時"
348,"Ａ－１ＤＭテスト指示履歴","更新ユーザＩＤ"
349,"Ａ－１ＤＭテスト指示履歴","削除フラグ"
350,"局出停止解除指示データ","局出停止該当データＮＯ"
351,"局出停止解除指示データ","局出停止解除指示区分"
352,"局出停止解除指示データ","局出停止解除指示日"
353,"局出停止解除指示データ","局出停止解除指示ユーザ名"
354,"局出停止解除指示データ","処理済フラグ"
355,"局出停止解除指示データ","作成日時"
356,"局出停止解除指示データ","作成ユーザＩＤ"
357,"局出停止解除指示データ","更新日時"
358,"局出停止解除指示データ","更新ユーザＩＤ"
359,"局出停止解除指示データ","削除フラグ"
360,"局出停止設定マスタ","局出停止ＤＭ区分"
361,"局出停止設定マスタ","停止講座３桁コード"
362,"局出停止設定マスタ","停止都道府県コード"
363,"局出停止設定マスタ","停止市区郡コード"
364,"局出停止設定マスタ","停止郵便番号＿主番"
365,"局出停止設定マスタ","停止郵便番号＿枝番"
366,"局出停止設定マスタ","適用開始日"
367,"局出停止設定マスタ","適用終了日"
368,"局出停止設定マスタ","作成日時"
369,"局出停止設定マスタ","作成ユーザＩＤ"
370,"局出停止設定マスタ","更新日時"
371,"局出停止設定マスタ","更新ユーザＩＤ"
372,"局出停止設定マスタ","削除フラグ"
373,"ＤＭ履歴","顧客番号"
374,"ＤＭ履歴","ＤＭ履歴明細番号"
375,"ＤＭ履歴","講座商品コード"
376,"ＤＭ履歴","媒体ジャンル区分"
377,"ＤＭ履歴","ＤＭコード"
378,"ＤＭ履歴","局出予定日"
379,"ＤＭ履歴","オーダー有無フラグ"
380,"ＤＭ履歴","ＦＵＣ・ＡＰＣ有無フラグ"
381,"ＤＭ履歴","営業ＤＭフラグ"
382,"ＤＭ履歴","作成日時"
383,"ＤＭ履歴","作成ユーザＩＤ"
384,"ＤＭ履歴","更新日時"
385,"ＤＭ履歴","更新ユーザＩＤ"
386,"ＤＭ履歴","削除フラグ"
387,"ＤＭ履歴削除情報","顧客番号"
388,"ＤＭ履歴削除情報","ＤＭ履歴明細番号"
389,"ＤＭ履歴削除情報","処理日"
390,"ＤＭ履歴削除情報","ＤＭ区分"
391,"ＤＭ履歴削除情報","ＤＭコード"
392,"ＤＭ履歴削除情報","ＦＵＣ・ＡＰＣ有無フラグ"
393,"ＤＭ履歴削除情報","営業ＤＭフラグ"
394,"ＤＭ履歴削除情報","作成日時"
395,"ＤＭ履歴削除情報","作成ユーザＩＤ"
396,"ＤＭ履歴削除情報","更新日時"
397,"ＤＭ履歴削除情報","更新ユーザＩＤ"
398,"ＤＭ履歴削除情報","削除フラグ"
399,"追求マスタ","顧客番号"
400,"追求マスタ","データ種別"
401,"追求マスタ","ＤＭコード上３桁"
402,"追求マスタ","ＤＭコード４～６桁目"
403,"追求マスタ","ＤＭコード７桁目"
404,"追求マスタ","ＤＭコード８桁目"
405,"追求マスタ","協会・技検部門"
406,"追求マスタ","媒体コード"
407,"追求マスタ","受付日・材発日"
408,"追求マスタ","申込講座数"
409,"追求マスタ","入力種別"
410,"追求マスタ","バッチＮＯ"
411,"追求マスタ","最終ＤＭ発行予定日"
412,"追求マスタ","ＤＭ追求回数"
413,"追求マスタ","最新ＤＭ作成日"
414,"追求マスタ","運用管理コード"
415,"追求マスタ","Ａ－１作成日"
416,"追求マスタ","Ａ－１ＦＵＣ作成区分"
417,"追求マスタ","仮運用管理コード"
418,"追求マスタ","仮ＤＭコード７桁目"
419,"追求マスタ","仮ＤＭコード８桁目"
420,"追求マスタ","次回ＤＭ作成予定日"
421,"追求マスタ","追求コントロール区分"
422,"追求マスタ","追求コントロール日付"
423,"追求マスタ","削除予定日"
424,"追求マスタ","オーダー講座商品コード"
425,"追求マスタ","年齢"
426,"追求マスタ","性別区分"
427,"追求マスタ","法人姓名区分"
428,"追求マスタ","作成日時"
429,"追求マスタ","作成ユーザＩＤ"
430,"追求マスタ","更新日時"
431,"追求マスタ","更新ユーザＩＤ"
432,"追求マスタ","削除フラグ"
433,"追求ＤＭ処理タイミング指示マスタ","講座３桁コード"
434,"追求ＤＭ処理タイミング指示マスタ","ＤＭコード７桁目"
435,"追求ＤＭ処理タイミング指示マスタ","ＤＭコード８桁目"
436,"追求ＤＭ処理タイミング指示マスタ","Ａ－１作成日＿ＦＲＯＭ"
437,"追求ＤＭ処理タイミング指示マスタ","Ａ－１作成日＿ＴＯ"
438,"追求ＤＭ処理タイミング指示マスタ","インターバル"
439,"追求ＤＭ処理タイミング指示マスタ","作成日時"
440,"追求ＤＭ処理タイミング指示マスタ","作成ユーザＩＤ"
441,"追求ＤＭ処理タイミング指示マスタ","更新日時"
442,"追求ＤＭ処理タイミング指示マスタ","更新ユーザＩＤ"
443,"追求ＤＭ処理タイミング指示マスタ","削除フラグ"
444,"追求ＤＭ処理タイミング変更ワーク","講座３桁コード"
445,"追求ＤＭ処理タイミング変更ワーク","ＤＭコード７桁目"
446,"追求ＤＭ処理タイミング変更ワーク","ＤＭコード８桁目"
447,"追求ＤＭ処理タイミング変更ワーク","Ａ－１作成日＿ＦＲＯＭ"
448,"追求ＤＭ処理タイミング変更ワーク","Ａ－１作成日＿ＴＯ"
449,"追求ＤＭ処理タイミング変更ワーク","インターバル"
450,"追求ＤＭ処理タイミング変更ワーク","処理済フラグ"
451,"追求ＤＭ処理タイミング変更ワーク","作成日時"
452,"追求ＤＭ処理タイミング変更ワーク","作成ユーザＩＤ"
453,"追求ＤＭ処理タイミング変更ワーク","更新日時"
454,"追求ＤＭ処理タイミング変更ワーク","更新ユーザＩＤ"
455,"追求ＤＭ処理タイミング変更ワーク","削除フラグ"
456,"追求ＤＭ中止指示マスタ基本","講座３桁コード"
457,"追求ＤＭ中止指示マスタ基本","ＤＭ追求回数"
458,"追求ＤＭ中止指示マスタ基本","足切性別指定区分"
