id,func_group_id,func_group_name,bus_id,bus_name,func_id,func_name,bat_id,bat_name,dbset_id,dbset_name,table_name,enable_new,enable_update,l_column_name,primary_key,set_content,comment
16,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","受付日","","""20""+パンチデータの受付日",""
17,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","初回基幹処理日","","業務日付",""
18,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","受付ステータス","","「0：受付中」",""
19,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客番号","","半角スペース",""
20,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","統合後顧客番号","","半角スペース",""
21,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客姓名＿姓","","パンチデータの姓名（姓）",""
22,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客姓名＿名","","パンチデータの姓名（名）",""
23,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客姓名＿姓＿カナ","","NULL",""
24,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客姓名＿名＿カナ","","NULL",""
25,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿郵便番号＿主番","","パンチデータの郵便番号（主番）",""
26,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿郵便番号＿枝番","","パンチデータの郵便番号（枝番）",""
27,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿都道府県名","","パンチデータの住所（都道府県名）",""
28,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿市区郡名","","パンチデータの住所（市区郡名）",""
29,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿町村字","","パンチデータの住所（町村名）",""
30,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿番地","","パンチデータの住所（番地）",""
31,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿方書１","","パンチデータの住所（方書１）",""
32,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿方書２＿姓","","パンチデータの住所（方書２_姓）",""
33,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿方書２＿名","","パンチデータの住所（方書２_名）",""
34,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客電話番号＿市外局番","","パンチデータの電話番号（市外局番）",""
35,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客電話番号＿市内局番","","パンチデータの電話番号（市内局番）",""
36,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客電話番号＿個人番号","","パンチデータの電話番号（個人番号）",""
37,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客メールアドレス","","NULL",""
38,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客法人姓名区分","","パンチデータの法人姓名区分",""
39,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客年齢","","パンチデータの年齢",""
40,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客性別区分","","パンチデータの性別",""
41,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客メールアドレス配信可区分","","半角スペース",""
42,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","データＮＯ","","パンチデータのデータＮＯ",""
43,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","バッチＮＯ","","パンチデータのバッチNo",""
44,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","バッチ内シーケンス","","採番したバッチ内シーケンス","同一バッチNO内で1～999の連番で採番し、バッチNOがブレイクしたら1に戻り採番する"
45,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","同一バッチ内件数","","パンチデータの件数",""
46,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","講座２桁コード","","パンチデータの資料請求講座コード",""
47,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","申込講座数","","パンチデータの申込講座数（申込講座数）",""
48,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","媒体コード","","パンチデータの媒体コード",""
49,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","変換後媒体コード","","パンチデータの媒体コード",""
50,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","強制区分","","パンチデータの強制区分",""
51,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","入力方法","","「01：パンチ」",""
52,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","入力ルート","","「07：ウィナーソフト」",""
53,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿都道府県コード","","半角スペース",""
54,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿市区郡コード","","半角スペース",""
55,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿姓名１","","半角スペース",""
56,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿姓名２","","半角スペース",""
57,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿姓名３","","半角スペース",""
58,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿姓名４","","半角スペース",""
59,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿町村字","","半角スペース",""
60,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿番地コード１","","半角スペース",""
61,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿番地コード２","","半角スペース",""
62,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿住居番号","","半角スペース",""
63,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿電話番号１","","半角スペース",""
64,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿電話番号２","","半角スペース",""
65,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客マッチコード＿電話番号フル桁","","半角スペース",""
66,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＷＥＢ結果","","半角スペース",""
67,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＷＥＢプレ受付結果","","「0：未処理」",""
68,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","受付チェック結果","","「0：未処理」",""
69,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","記載事項チェック結果","","「0：未処理」",""
70,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ノーマライズチェック結果","","「0：未処理」",""
71,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","受付チェックエラー解除結果","","半角スペース",""
72,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","名寄せ処理日","","半角スペース",""
73,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ブラック名寄せ処理日","","半角スペース",""
74,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","名寄せ結果","","「0：未処理」",""
75,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","名寄せマッチングパターン番号","","NULL",""
76,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","名寄せ指示待ち解除結果","","半角スペース",""
77,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ブラック名寄せ結果","","「0：未処理」",""
78,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ブラック名寄せマッチングパターン番号","","NULL",""
79,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ブラック名寄せ顧客番号","","半角スペース",""
80,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ブラック名寄せブラック区分","","半角スペース",""
81,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ブラック結果","","「0：未処理」",""
82,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ブラック指示待ち解除結果","","半角スペース",""
83,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＩＣＳ結果＿本人死亡","","「0：未処理」",""
84,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＩＣＳ結果＿ＨＹ","","「0：未処理」",""
85,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＩＣＳ結果＿局戻りカウント","","「0：未処理」",""
86,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","元受付番号","","NULL",""
87,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","Ａ－１対象外フラグ","","「0：A-1対象」",""
88,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ノーマライズ＿忌避漢字チェックスキップフラグ","","「0：処理対象」",""
89,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","受付プロセス区分","","「1：受付チェック」",""
90,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","処理済フラグ","","「0：未処理」",""
91,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","作成日時","","システム日時",""
92,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","作成ユーザＩＤ","","バッチ処理ID",""
93,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","更新日時","","システム日時",""
94,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","更新ユーザＩＤ","","バッチ処理ID",""
95,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","削除フラグ","","「0:未削除」",""
96,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",2,"リスト受付データ（明細）登録","リスト受付データ＿明細","○","","受付番号","","ヘッダの受付番号と同じ",""
97,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","受付枝番","","1から連番",""
98,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","明細受付ステータス","","半角スペース",""
99,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","講座２桁コード","","パンチデータの申込講座明細（資料請求講座コード1～資料請求講座コード５）","申込講座明細（資料請求講座コード６～資料請求講座コード１０）は取込対象外"
100,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","変換後講座２桁コード","","パンチデータの申込講座明細（資料請求講座コード1～資料請求講座コード５）","申込講座明細（資料請求講座コード６～資料請求講座コード１０）は取込対象外"
101,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","講座３桁コード","","半角スペース",""
102,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＩＣＳ処理日","","半角スペース",""
103,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＩＣＳ結果","","「0：未処理」",""
104,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＩＣＳ結果＿講座請求数限度超過","","「0：未処理」",""
105,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＩＣＳ結果＿同一リスト","","「0：未処理」",""
106,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＩＣＳ結果＿貸倒","","「0：未処理」",""
107,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＩＣＳ結果＿取引停止","","「0：未処理」",""
108,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","ＩＣＳ指示待ち解除結果","","半角スペース",""
109,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","Ａ－１処理対象データ連携処理済フラグ","","「0：未処理」",""
110,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","処理済フラグ","","「0：未処理」",""
111,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","作成日時","","システム日時",""
112,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","作成ユーザＩＤ","","バッチ処理ID",""
113,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","更新日時","","システム日時",""
114,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","更新ユーザＩＤ","","バッチ処理ID",""
115,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","削除フラグ","","「0:未削除」",""
116,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",1,"リスト受付データ（ヘッダ）登録","リスト受付データ＿ヘッダ","○","","受付番号","","採番した受付番号","'K'+業務日付(YYYYMMDD)+9999999
99999999・・・oracleシーケンスによる連番"
117,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","受付日","","""20""+パンチデータの受付日",""
118,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","初回基幹処理日","","業務日付",""
119,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","受付ステータス","","「0：受付中」",""
120,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客番号","","半角スペース",""
121,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","統合後顧客番号","","半角スペース",""
122,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客姓名＿姓","","パンチデータの姓名（姓）",""
123,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客姓名＿名","","パンチデータの姓名（名）",""
124,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客姓名＿姓＿カナ","","NULL",""
125,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客姓名＿名＿カナ","","NULL",""
126,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿郵便番号＿主番","","パンチデータの郵便番号（主番）",""
127,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿郵便番号＿枝番","","パンチデータの郵便番号（枝番）",""
128,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿都道府県名","","パンチデータの住所（都道府県名）",""
129,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿市区郡名","","パンチデータの住所（市区郡名）",""
130,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿町村字","","パンチデータの住所（町村名）",""
131,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿番地","","パンチデータの住所（番地）",""
132,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿方書１","","パンチデータの住所（方書１）",""
133,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿方書２＿姓","","パンチデータの住所（方書２_姓）",""
134,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客住所＿方書２＿名","","パンチデータの住所（方書２_名）",""
135,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客電話番号＿市外局番","","パンチデータの電話番号（市外局番）",""
136,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客電話番号＿市内局番","","パンチデータの電話番号（市内局番）",""
137,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客電話番号＿個人番号","","パンチデータの電話番号（個人番号）",""
138,"KJZ","基幹システム共通","KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込",,"","","○","","顧客メールアドレス","","NULL",""
